fighter_id,fighter_name,height_in,weight_lb,reach_in,stance,dob,wins,losses,draws,profile_url
6b8fd98eb52363d1,Ian Butler,68.0,155.0,,,--,3.0,3.0,0.0,http://www.ufcstats.com/fighter-details/6b8fd98eb52363d1
f0c779dc2ca3816c,George Bush,73.0,205.0,,,--,5.0,2.0,0.0,http://www.ufcstats.com/fighter-details/f0c779dc2ca3816c
30e39145fec48d25,Jason Butcher,75.0,185.0,,,"Oct 23, 1984",10.0,2.0,0.0,http://www.ufcstats.com/fighter-details/30e39145fec48d25
d31cbcdd7d69536d,TJ Brown,69.0,145.0,72.0,Switch,"May 22, 1990",17.0,11.0,0.0,http://www.ufcstats.com/fighter-details/d31cbcdd7d69536d
0ee783aa00e468f0,Vitor Belfort,72.0,185.0,74.0,Southpaw,"Apr 01, 1977",26.0,14.0,0.0,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0
f941505e35fb1eae,Raphael Butler,75.0,261.0,,,"Jan 04, 1984",9.0,2.0,1.0,http://www.ufcstats.com/fighter-details/f941505e35fb1eae
43612456979e5d5e,Steve Byrnes,72.0,170.0,,Orthodox,--,6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/43612456979e5d5e
3033c1c080672475,Dakota Bush,70.0,155.0,73.0,Orthodox,"Jun 09, 1994",8.0,4.0,0.0,http://www.ufcstats.com/fighter-details/3033c1c080672475
231926533134ec1f,Justin Buchholz,72.0,155.0,73.0,Orthodox,"Aug 22, 1983",15.0,10.0,0.0,http://www.ufcstats.com/fighter-details/231926533134ec1f
3fed746acfd026dd,Todd Butler,73.0,200.0,,Southpaw,--,1.0,4.0,0.0,http://www.ufcstats.com/fighter-details/3fed746acfd026dd
dcdc4503b9d49977,Julia Budd,67.0,145.0,67.0,,"Jul 04, 1983",10.0,2.0,0.0,http://www.ufcstats.com/fighter-details/dcdc4503b9d49977
e2d5072048b825b1,Goldman Butler,,,,,--,1.0,4.0,0.0,http://www.ufcstats.com/fighter-details/e2d5072048b825b1
2213330f082f82d5,Derrick Burnsed,,155.0,,,--,1.0,0.0,3.0,http://www.ufcstats.com/fighter-details/2213330f082f82d5
87f0b37f153cf497,Michael Byrnes,71.0,155.0,,,"Jul 17, 1990",5.0,3.0,0.0,http://www.ufcstats.com/fighter-details/87f0b37f153cf497
69f01b25dfabaf6b,Mads Burnell,68.0,145.0,69.0,Orthodox,"Mar 06, 1994",9.0,3.0,0.0,http://www.ufcstats.com/fighter-details/69f01b25dfabaf6b
b98209144b63ae26,Mike Budnik,69.0,145.0,68.0,Orthodox,"Aug 08, 1974",13.0,4.0,0.0,http://www.ufcstats.com/fighter-details/b98209144b63ae26
4c805f5f58a75df0,Mikey Burnett,66.0,170.0,,Orthodox,"Apr 12, 1974",5.0,2.0,0.0,http://www.ufcstats.com/fighter-details/4c805f5f58a75df0
a75a48bfe776b2c2,Jesse Butler,70.0,135.0,73.0,Orthodox,"May 24, 1992",12.0,6.0,0.0,http://www.ufcstats.com/fighter-details/a75a48bfe776b2c2
132505067f08c54d,Bubba Bush,72.0,185.0,,Orthodox,"Jul 24, 1985",8.0,3.0,0.0,http://www.ufcstats.com/fighter-details/132505067f08c54d
2b93ebd9f5417ad2,Michael Bisping,73.0,185.0,75.0,Orthodox,"Feb 28, 1979",30.0,9.0,0.0,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2
0c25d0a5e8cdbf19,Lukasz Brzeski,75.0,236.0,78.0,Orthodox,"May 17, 1992",9.0,7.0,1.0,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
a6d8bfe9e0c8153b,Kevin Burns,70.0,170.0,74.0,Orthodox,"Mar 03, 1980",12.0,7.0,0.0,http://www.ufcstats.com/fighter-details/a6d8bfe9e0c8153b
e0b74df14f52cd15,Mike Brown,66.0,145.0,70.0,Orthodox,"Sep 08, 1975",26.0,9.0,0.0,http://www.ufcstats.com/fighter-details/e0b74df14f52cd15
8eb046f83e82bf26,Martin Buday,76.0,265.0,77.0,Orthodox,"Nov 11, 1991",16.0,2.0,0.0,http://www.ufcstats.com/fighter-details/8eb046f83e82bf26
2c64c035485906aa,Nah-Shon Burrell,71.0,170.0,,Orthodox,"Feb 05, 1990",15.0,7.0,0.0,http://www.ufcstats.com/fighter-details/2c64c035485906aa
76ee3d666c648f6b,Charles Byrd,70.0,185.0,73.0,Orthodox,"Oct 11, 1983",10.0,7.0,0.0,http://www.ufcstats.com/fighter-details/76ee3d666c648f6b
0b362247806341e5,JP Buys,65.0,135.0,67.0,Orthodox,"Apr 30, 1996",9.0,6.0,0.0,http://www.ufcstats.com/fighter-details/0b362247806341e5
c4d039123e62f6a9,Dennis Buzukja,69.0,145.0,70.0,Switch,"Oct 01, 1997",12.0,5.0,0.0,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
4f140403000158b5,Herbert Burns,69.0,145.0,73.0,Orthodox,"Feb 02, 1988",11.0,6.0,0.0,http://www.ufcstats.com/fighter-details/4f140403000158b5
f14f644d41ade29f,Cody Brundage,72.0,185.0,72.0,Orthodox,"May 16, 1994",11.0,7.0,1.0,http://www.ufcstats.com/fighter-details/f14f644d41ade29f
476fe566d2df676e,Modestas Bukauskas,75.0,205.0,78.0,Switch,"Feb 10, 1994",18.0,6.0,0.0,http://www.ufcstats.com/fighter-details/476fe566d2df676e
98d961097baaf308,Shane Burgos,71.0,145.0,75.0,Orthodox,"Mar 19, 1991",15.0,3.0,0.0,http://www.ufcstats.com/fighter-details/98d961097baaf308
3236bf606fe9fa5b,Travis Browne,78.0,255.0,79.0,Orthodox,"Jul 17, 1982",18.0,7.0,1.0,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b
f0abbb6f3444dae7,Paul Buentello,74.0,245.0,77.0,Orthodox,"Jan 16, 1974",35.0,17.0,0.0,http://www.ufcstats.com/fighter-details/f0abbb6f3444dae7
cc8c623cca88f54f,Mayra Bueno Silva,66.0,125.0,66.0,Orthodox,"Aug 22, 1991",10.0,5.0,1.0,http://www.ufcstats.com/fighter-details/cc8c623cca88f54f
c6aee362c7a7d482,Randy Brown,75.0,170.0,78.0,Orthodox,"Jul 08, 1990",20.0,6.0,0.0,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482
85d905f7c4f5a1af,Murilo Bustamante,74.0,183.0,,Orthodox,"Jul 30, 1966",15.0,8.0,1.0,http://www.ufcstats.com/fighter-details/85d905f7c4f5a1af
b9437600497350f3,Joaquin Buckley,70.0,170.0,76.0,Southpaw,"Apr 27, 1994",21.0,7.0,0.0,http://www.ufcstats.com/fighter-details/b9437600497350f3
b1a3e0aca758b322,Derek Brunson,73.0,185.0,77.0,Southpaw,"Jan 04, 1984",23.0,9.0,0.0,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
6da99156486ed6c2,Joshua Burkman,70.0,170.0,72.0,Orthodox,"Apr 10, 1980",28.0,16.0,0.0,http://www.ufcstats.com/fighter-details/6da99156486ed6c2
31123249b0bbf52e,Matt Brown,72.0,170.0,75.0,Orthodox,"Jan 10, 1981",26.0,19.0,0.0,http://www.ufcstats.com/fighter-details/31123249b0bbf52e
23024fdfc966410a,Gilbert Burns,70.0,170.0,71.0,Orthodox,"Jul 20, 1986",22.0,9.0,0.0,http://www.ufcstats.com/fighter-details/23024fdfc966410a
e5512a6aed150d8f,Remo Cardarelli,,135.0,,,--,7.0,5.0,0.0,http://www.ufcstats.com/fighter-details/e5512a6aed150d8f
800feaa25700a85f,Ricky Calatayud,69.0,125.0,,,"Oct 10, 1982",16.0,2.0,0.0,http://www.ufcstats.com/fighter-details/800feaa25700a85f
23fbe02caabcd214,Ronaldo Candido,66.0,125.0,,Southpaw,"Apr 24, 1989",6.0,0.0,0.0,http://www.ufcstats.com/fighter-details/23fbe02caabcd214
aa8dc72b3a1f761c,Derek Campos,69.0,155.0,,,"Apr 01, 1988",19.0,6.0,0.0,http://www.ufcstats.com/fighter-details/aa8dc72b3a1f761c
b7dc25ee40ee8334,Darrion Caldwell,70.0,135.0,,,"Dec 19, 1987",10.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b7dc25ee40ee8334
cbd022eaf2ac546a,Ronald Carillo,,125.0,,,--,4.0,2.0,0.0,http://www.ufcstats.com/fighter-details/cbd022eaf2ac546a
2a7afe14b3a0a058,Asbel Cancio,70.0,225.0,,,--,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/2a7afe14b3a0a058
71d25689f70e4036,Lucas Camacho,76.0,265.0,80.0,Orthodox,"Dec 15, 1992",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/71d25689f70e4036
f5585e675af7afd4,Mike Campbell,69.0,155.0,,Southpaw,--,13.0,4.0,0.0,http://www.ufcstats.com/fighter-details/f5585e675af7afd4
03da33a102d9a45f,Jose Canseco,76.0,240.0,,Orthodox,"Jul 02, 1964",0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/03da33a102d9a45f
4a99978a0366bb29,Ricky Camp,67.0,135.0,,,--,11.0,4.0,0.0,http://www.ufcstats.com/fighter-details/4a99978a0366bb29
db6d5f691aea3fd3,Wagner Campos,66.0,145.0,,Southpaw,"Jul 31, 1981",12.0,10.0,0.0,http://www.ufcstats.com/fighter-details/db6d5f691aea3fd3
44f9c777fed7ca03,Frank Caracci,,,,,--,2.0,3.0,0.0,http://www.ufcstats.com/fighter-details/44f9c777fed7ca03
9d51798e61f2e0c7,Kurtis Campbell,,145.0,,,"Jul 29, 2002",7.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9d51798e61f2e0c7
bd81a97864acf098,Phil Caracappa,68.0,135.0,70.0,Orthodox,"Jun 05, 1992",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/bd81a97864acf098
53d471e9bf5f2fc8,Taylor Callens,70.0,155.0,,,"May 21, 1991",6.0,0.0,0.0,http://www.ufcstats.com/fighter-details/53d471e9bf5f2fc8
08a7080ff5904661,Rafael Carino,80.0,245.0,,Orthodox,--,2.0,1.0,1.0,http://www.ufcstats.com/fighter-details/08a7080ff5904661
f59a6de8a5dfe297,Don Carlo-Clauss,,170.0,,,--,10.0,7.0,0.0,http://www.ufcstats.com/fighter-details/f59a6de8a5dfe297
601f8439a0277670,Juan Cabrera,,185.0,,,"Feb 19, 2004",9.0,1.0,0.0,http://www.ufcstats.com/fighter-details/601f8439a0277670
83b8fe74224dd642,Paul Capaldo,67.0,135.0,,,"Dec 27, 1996",6.0,0.0,0.0,http://www.ufcstats.com/fighter-details/83b8fe74224dd642
dfb965c9824425db,Joe Camacho,69.0,155.0,,Orthodox,"Mar 10, 1972",13.0,19.0,3.0,http://www.ufcstats.com/fighter-details/dfb965c9824425db
8661578c8bb80f51,Lucas Caldas,,170.0,,,"May 22, 1996",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/8661578c8bb80f51
6750e338922a099d,Bo Cantrell,74.0,235.0,,Orthodox,"Feb 08, 1969",10.0,10.0,0.0,http://www.ufcstats.com/fighter-details/6750e338922a099d
31bbd46d57dfbcb7,John Campetella,69.0,235.0,,Orthodox,--,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/31bbd46d57dfbcb7
7d4d7583df7eebf9,Carlos Calderon,71.0,145.0,71.0,Southpaw,"Feb 10, 1996",6.0,3.0,0.0,http://www.ufcstats.com/fighter-details/7d4d7583df7eebf9
72f890c5d421e705,Matheus Camilo,70.0,155.0,69.0,Orthodox,"Jan 02, 2001",9.0,3.0,0.0,http://www.ufcstats.com/fighter-details/72f890c5d421e705
23100e8f71f25a4a,Cody Canterbury,68.0,155.0,,,--,1.0,10.0,0.0,http://www.ufcstats.com/fighter-details/23100e8f71f25a4a
903ef36a6adc09a3,Kitt Campbell,73.0,170.0,73.0,Orthodox,"Jun 26, 1994",16.0,7.0,0.0,http://www.ufcstats.com/fighter-details/903ef36a6adc09a3
be68b375707dcb85,Spike Carlyle,68.0,145.0,71.0,Switch,"May 06, 1993",9.0,3.0,0.0,http://www.ufcstats.com/fighter-details/be68b375707dcb85
90d28fee0af74f2d,Travis Calanoc,68.0,145.0,,Orthodox,--,5.0,1.0,0.0,http://www.ufcstats.com/fighter-details/90d28fee0af74f2d
784285b7ae7dd85f,Shane Campbell,72.0,155.0,71.0,Orthodox,"Jan 21, 1987",14.0,6.0,0.0,http://www.ufcstats.com/fighter-details/784285b7ae7dd85f
ed2a8cc402173781,Vince Cachero,66.0,145.0,68.0,Orthodox,"Nov 07, 1989",7.0,4.0,0.0,http://www.ufcstats.com/fighter-details/ed2a8cc402173781
155a02a8b4311057,Dos Caras Jr.,76.0,225.0,,Orthodox,"May 25, 1977",9.0,5.0,0.0,http://www.ufcstats.com/fighter-details/155a02a8b4311057
9346efb4bbaedd08,Cody Carrillo,70.0,155.0,,,--,11.0,16.0,0.0,http://www.ufcstats.com/fighter-details/9346efb4bbaedd08
b80ea4880f25c187,Tim Caron,73.0,185.0,,Orthodox,"Jul 24, 1987",7.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b80ea4880f25c187
c0d5c0c95c59050b,Ariane Carnelossi,62.0,115.0,61.0,Orthodox,"Nov 17, 1992",15.0,3.0,0.0,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b
89ed44801968b8e3,Gabriel Carrasco,66.0,135.0,,,--,7.0,0.0,0.0,http://www.ufcstats.com/fighter-details/89ed44801968b8e3
99a86b134dccc166,Edgar Cardenas,,145.0,,,--,4.0,1.0,0.0,http://www.ufcstats.com/fighter-details/99a86b134dccc166
d060014a5a039829,Thomas Campbell,,,,,--,3.0,3.0,0.0,http://www.ufcstats.com/fighter-details/d060014a5a039829
f6a7b02c42e9fc5b,Phil Cardella,71.0,155.0,,,"Jul 09, 1976",8.0,5.0,0.0,http://www.ufcstats.com/fighter-details/f6a7b02c42e9fc5b
b39f7a6c2be17ee8,Charlie Campbell,72.0,155.0,72.0,Orthodox,"Jul 03, 1995",9.0,2.0,0.0,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8
1999ffb5cebc314f,Brian Camozzi,74.0,170.0,78.0,Orthodox,"Jun 24, 1991",7.0,5.0,0.0,http://www.ufcstats.com/fighter-details/1999ffb5cebc314f
fc0a4053eb8a3a59,Nicolle Caliari,63.0,125.0,62.0,Orthodox,"Nov 04, 1996",8.0,4.0,0.0,http://www.ufcstats.com/fighter-details/fc0a4053eb8a3a59
760a55d5b6098cbe,Carlos Candelario,68.0,125.0,68.0,Southpaw,"Jun 04, 1991",8.0,3.0,0.0,http://www.ufcstats.com/fighter-details/760a55d5b6098cbe
572a89dbe1f76761,Roger Carroll,70.0,170.0,,,--,16.0,14.0,0.0,http://www.ufcstats.com/fighter-details/572a89dbe1f76761
7cdd3e5d3aa9cb39,Yan Cabral,71.0,155.0,73.0,Orthodox,"May 13, 1983",13.0,3.0,0.0,http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
7abe471b61725980,Fabricio Camoes,70.0,155.0,71.0,Orthodox,"Dec 23, 1978",14.0,9.0,1.0,http://www.ufcstats.com/fighter-details/7abe471b61725980
0d49ddc07bd8c747,Jonny Carson,70.0,155.0,,,--,11.0,7.0,0.0,http://www.ufcstats.com/fighter-details/0d49ddc07bd8c747
1e3302f9ab6f549a,Scott Carson,74.0,215.0,,,--,4.0,2.0,0.0,http://www.ufcstats.com/fighter-details/1e3302f9ab6f549a
ce7871949b0ed2bf,Alvin Cacdac,66.0,125.0,,Orthodox,--,18.0,13.0,0.0,http://www.ufcstats.com/fighter-details/ce7871949b0ed2bf
1f592bfefb0d62a3,Jack Cartwright,69.0,135.0,68.0,Orthodox,"May 26, 1994",10.0,1.0,0.0,http://www.ufcstats.com/fighter-details/1f592bfefb0d62a3
456c02115efc4a01,Bruno Carvalho,68.0,154.0,,,"Jun 07, 1982",10.0,5.0,0.0,http://www.ufcstats.com/fighter-details/456c02115efc4a01
c2a670b22d2e196f,Aleksa Camur,73.0,205.0,74.0,Orthodox,"Sep 25, 1995",6.0,3.0,0.0,http://www.ufcstats.com/fighter-details/c2a670b22d2e196f
620d8710e89cfeae,Rafael Carvalho,75.0,185.0,,,"Jul 27, 1986",14.0,1.0,0.0,http://www.ufcstats.com/fighter-details/620d8710e89cfeae
064b7dc68d786254,Cain Carrizosa,68.0,155.0,,Orthodox,"Jul 22, 1986",10.0,3.0,0.0,http://www.ufcstats.com/fighter-details/064b7dc68d786254
b62d5280966b2460,Clayton Carpenter,66.0,125.0,66.0,Orthodox,"Jun 09, 1996",8.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b62d5280966b2460
764342d39cdaa54a,Frank Camacho,70.0,155.0,73.0,Orthodox,"May 18, 1989",22.0,10.0,0.0,http://www.ufcstats.com/fighter-details/764342d39cdaa54a
3993f7dcb7caf42a,Brandon Cash,77.0,255.0,,Orthodox,--,10.0,4.0,0.0,http://www.ufcstats.com/fighter-details/3993f7dcb7caf42a
2b1c6f28039efe36,Joe Cason,75.0,205.0,,,"Jan 19, 1988",9.0,1.0,0.0,http://www.ufcstats.com/fighter-details/2b1c6f28039efe36
b27b8881d7444114,Adam Cella,74.0,170.0,,,"Jun 26, 1985",6.0,8.0,0.0,http://www.ufcstats.com/fighter-details/b27b8881d7444114
6ca68b636fbc1f18,Tim Catalfo,71.0,235.0,,Orthodox,--,4.0,2.0,0.0,http://www.ufcstats.com/fighter-details/6ca68b636fbc1f18
a0a69dc9914ef6e1,Eric Castile,68.0,145.0,,,--,3.0,2.0,0.0,http://www.ufcstats.com/fighter-details/a0a69dc9914ef6e1
32be4b7f7de1c905,Chico Camus,66.0,125.0,66.0,Orthodox,"Jan 26, 1985",17.0,7.0,0.0,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905
901cddcbfa079097,Will Campuzano,69.0,125.0,70.0,Orthodox,"May 27, 1986",14.0,6.0,0.0,http://www.ufcstats.com/fighter-details/901cddcbfa079097
9c3de7f8966326de,Igor Cavalcanti,71.0,170.0,79.0,Orthodox,"Oct 10, 1997",9.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9c3de7f8966326de
ec7ac09293d26c05,Bendy Casimir,65.0,145.0,,Southpaw,"Jun 10, 1980",20.0,14.0,2.0,http://www.ufcstats.com/fighter-details/ec7ac09293d26c05
e680418329c84ec4,Jenna Castillo,62.0,125.0,,,"May 05, 1982",1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e680418329c84ec4
fef3d17e27e916e7,Antonio Carvalho,69.0,145.0,70.0,Orthodox,"May 30, 1979",15.0,6.0,0.0,http://www.ufcstats.com/fighter-details/fef3d17e27e916e7
899eaba48fa864a6,Gina Carano,68.0,145.0,,Orthodox,"Apr 16, 1982",7.0,1.0,0.0,http://www.ufcstats.com/fighter-details/899eaba48fa864a6
3591d0d5d382a381,Francis Carmont,75.0,205.0,78.0,Orthodox,"Oct 11, 1981",25.0,12.0,0.0,http://www.ufcstats.com/fighter-details/3591d0d5d382a381
f21a152aaa3e95c6,Vinicius Cenci,73.0,155.0,74.0,Orthodox,"Nov 24, 1995",7.0,2.0,0.0,http://www.ufcstats.com/fighter-details/f21a152aaa3e95c6
31c01fbc2586a5eb,Dwayne Cason,70.0,212.0,,Orthodox,--,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/31c01fbc2586a5eb
d05412b513b19621,Guido Cannetti,66.0,135.0,68.0,Southpaw,"Dec 19, 1979",10.0,8.0,0.0,http://www.ufcstats.com/fighter-details/d05412b513b19621
1c86754617d9813a,Roan Carneiro,71.0,170.0,76.0,Orthodox,"Jun 02, 1978",21.0,11.0,0.0,http://www.ufcstats.com/fighter-details/1c86754617d9813a
52e76bb4b3e852f3,Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,"Mar 16, 1990",11.0,5.0,0.0,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3
31ceaf0e670c1578,Gil Castillo,69.0,170.0,,Southpaw,"Oct 21, 1965",8.0,5.0,0.0,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578
f1f9e48a0d150757,Steve Cantwell,74.0,185.0,75.0,Orthodox,"Dec 08, 1986",7.0,6.0,0.0,http://www.ufcstats.com/fighter-details/f1f9e48a0d150757
24b033b3daf1c9df,Luiz Cane,74.0,185.0,77.0,Southpaw,"Apr 24, 1981",17.0,7.0,0.0,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df
feeae92f951f49a9,Raul Castillo,71.0,185.0,,Orthodox,--,7.0,1.0,0.0,http://www.ufcstats.com/fighter-details/feeae92f951f49a9
68d76fd9ecf7431d,Luke Caudillo,67.0,155.0,,Orthodox,"Nov 30, 1980",17.0,17.0,0.0,http://www.ufcstats.com/fighter-details/68d76fd9ecf7431d
98215d037be5bcb7,Cynthia Calvillo,64.0,115.0,64.0,Orthodox,"Jul 13, 1987",9.0,6.0,1.0,http://www.ufcstats.com/fighter-details/98215d037be5bcb7
fdf59144e535bc38,Jared Chaffee,70.0,155.0,,,"Dec 15, 1984",5.0,2.0,0.0,http://www.ufcstats.com/fighter-details/fdf59144e535bc38
528b071cf3da7c56,Luana Carolina,66.0,135.0,69.0,Orthodox,"Jun 11, 1993",11.0,4.0,0.0,http://www.ufcstats.com/fighter-details/528b071cf3da7c56
7b6e40a73b567072,Shonie Carter,70.0,170.0,,Southpaw,"May 03, 1972",51.0,31.0,7.0,http://www.ufcstats.com/fighter-details/7b6e40a73b567072
3e61082025db8137,Yosdenis Cedeno,68.0,155.0,69.0,Orthodox,"Feb 12, 1985",10.0,6.0,1.0,http://www.ufcstats.com/fighter-details/3e61082025db8137
b1e5bcaad32a3cac,Priscila Cachoeira,67.0,135.0,65.0,Orthodox,"Aug 19, 1988",13.0,7.0,0.0,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac
32a4f1235f0dad73,Dan Charles,74.0,228.0,,,"Sep 24, 1985",10.0,6.0,1.0,http://www.ufcstats.com/fighter-details/32a4f1235f0dad73
1f4b04a926ef1287,Johnny Case,70.0,155.0,72.0,Orthodox,"Jun 28, 1989",22.0,6.0,0.0,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287
8061a3136026a673,Jeisla Chaves,,135.0,,,"Feb 02, 1997",5.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8061a3136026a673
68dd7b3783c19f9c,Shane Carwin,74.0,265.0,80.0,Orthodox,"Jan 04, 1975",12.0,2.0,0.0,http://www.ufcstats.com/fighter-details/68dd7b3783c19f9c
7342fcc41a4817fa,Ansar Chalangov,69.0,170.0,,Orthodox,"Oct 30, 1979",14.0,5.0,0.0,http://www.ufcstats.com/fighter-details/7342fcc41a4817fa
e3964ece586e0635,Jacqueline Cavalcanti,68.0,135.0,70.0,Orthodox,"Aug 29, 1997",9.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e3964ece586e0635
84e8920e59ff14a7,Emilio Chavez,69.0,145.0,,,--,12.0,9.0,0.0,http://www.ufcstats.com/fighter-details/84e8920e59ff14a7
09a4447655fd4b7b,Rafael Cerqueira,75.0,205.0,76.0,Southpaw,"Mar 15, 1990",11.0,3.0,0.0,http://www.ufcstats.com/fighter-details/09a4447655fd4b7b
9ccf8371fd80d45d,Luan Chagas,72.0,170.0,75.0,Orthodox,"Jun 17, 1993",15.0,3.0,1.0,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d
8788beb528894f33,Donnie Chappell,71.0,178.0,,Southpaw,--,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/8788beb528894f33
62f3039da2f92a8c,Eduardo Chapolin,,125.0,,,"Nov 23, 1995",14.0,2.0,0.0,http://www.ufcstats.com/fighter-details/62f3039da2f92a8c
6c2030e0a143a94b,Chris Camozzi,74.0,185.0,75.0,Orthodox,"Nov 20, 1986",24.0,13.0,0.0,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b
d8d7b24d276c8cb0,Albert Cheng,71.0,170.0,,Orthodox,"Feb 07, 1985",7.0,4.0,0.0,http://www.ufcstats.com/fighter-details/d8d7b24d276c8cb0
19ffeb5e3fffd6d5,Joe Charles,73.0,260.0,,Southpaw,--,6.0,13.0,0.0,http://www.ufcstats.com/fighter-details/19ffeb5e3fffd6d5
26b63bc5c0c1f65d,Alex Chambers,63.0,115.0,63.0,Southpaw,"Oct 25, 1978",5.0,5.0,0.0,http://www.ufcstats.com/fighter-details/26b63bc5c0c1f65d
9c5f7d5c6d084b35,Gabriel Checco,73.0,185.0,,Switch,"Apr 03, 1986",10.0,2.0,0.0,http://www.ufcstats.com/fighter-details/9c5f7d5c6d084b35
5ef0088c1b19beeb,Bryan Caraway,68.0,135.0,68.0,Orthodox,"Aug 04, 1984",21.0,9.0,0.0,http://www.ufcstats.com/fighter-details/5ef0088c1b19beeb
9f7787e56a6bc0f4,Sako Chivitchian,71.0,155.0,,Orthodox,"Mar 11, 1984",8.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9f7787e56a6bc0f4
c713a845360d604b,Ion Cherdivara,,205.0,,,--,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/c713a845360d604b
0e21976afc92e4d1,Magnus Cedenblad,77.0,185.0,79.0,Orthodox,"Apr 10, 1982",14.0,5.0,0.0,http://www.ufcstats.com/fighter-details/0e21976afc92e4d1
8d9586726252dbf7,Kevin Casey,71.0,185.0,77.0,Southpaw,"Jun 15, 1981",9.0,5.0,2.0,http://www.ufcstats.com/fighter-details/8d9586726252dbf7
79a193111e3bc99b,Mark Cherico,67.0,145.0,69.0,Orthodox,"May 12, 1986",11.0,1.0,0.0,http://www.ufcstats.com/fighter-details/79a193111e3bc99b
3c4320a1b6106611,Cody Chovancek,,135.0,,,"Jul 24, 1998",8.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3c4320a1b6106611
51a0c09cbe9b8472,Liz Carmouche,66.0,125.0,66.0,Orthodox,"Feb 19, 1984",13.0,7.0,0.0,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472
2a74bbba57058f12,Gesias Cavalcante,68.0,155.0,71.0,Orthodox,"Jul 06, 1983",21.0,10.0,1.0,http://www.ufcstats.com/fighter-details/2a74bbba57058f12
db5dc7cb80d7d418,Will Chope,76.0,145.0,,Switch,"Sep 08, 1990",34.0,13.0,0.0,http://www.ufcstats.com/fighter-details/db5dc7cb80d7d418
001eb2ab0f30e7ea,Mark Choinski,68.0,155.0,69.0,Orthodox,"Oct 22, 1995",8.0,1.0,0.0,http://www.ufcstats.com/fighter-details/001eb2ab0f30e7ea
b406da701c479076,Ernest Chavez,68.0,145.0,70.0,Orthodox,"Jun 27, 1983",10.0,2.0,0.0,http://www.ufcstats.com/fighter-details/b406da701c479076
f8fe2053d73d7bcf,Nick Catone,72.0,185.0,72.0,Southpaw,"Sep 01, 1981",10.0,4.0,0.0,http://www.ufcstats.com/fighter-details/f8fe2053d73d7bcf
5fa2974cbd18e05c,John Castaneda,66.0,135.0,71.0,Switch,"Dec 18, 1991",21.0,8.0,0.0,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c
af9efbfd63d39734,Chelsea Chandler,68.0,135.0,68.0,Southpaw,"Nov 23, 1990",6.0,4.0,0.0,http://www.ufcstats.com/fighter-details/af9efbfd63d39734
b2e3aca4cd363477,Chris Cariaso,63.0,125.0,64.0,Southpaw,"May 27, 1981",17.0,8.0,0.0,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477
5b03b61f9d90125e,Morgan Charriere,68.0,145.0,69.0,Orthodox,"Oct 26, 1995",21.0,11.0,1.0,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e
d4a12dfa4067742f,Murad Chunkaiev,71.0,185.0,,Orthodox,--,8.0,4.0,0.0,http://www.ufcstats.com/fighter-details/d4a12dfa4067742f
